"[off the 골방] 02. 초속 5cm와 신카이 마코토, 지브리 스튜디오, 광고에 대하여",https://www.youtube.com/watch?v=m3gXWm9JAqU
초속 5cm의 의미를 이해하는 가이드 영상,https://www.youtube.com/watch?v=_VVOTV4b22k
범죄와의 전쟁 : 나쁜 놈들의 전성시대는 끝나지 않았다,https://www.youtube.com/watch?v=PM0lwutvLds
[off the 골방] 01. 왜 우리는 라퓨타를 보면서 '그리움'을 느낄까?,https://www.youtube.com/watch?v=KsvdlC13bIo
니모를 찾아서 : 도리는 또 왜 찾아야 하는걸까?,https://www.youtube.com/watch?v=SDdOurL1A4M
'김복남 살인사건의 전말'에 담긴 메시지,https://www.youtube.com/watch?v=4MdA6WsHVdo
'추격자'로 살펴 본 '곡성' 나홍진 감독의 연출 공식,https://www.youtube.com/watch?v=zdZ2OophXv4
천공의 성 라퓨타 : 미야자키 하야오가 꿈꾸었던 것들,https://www.youtube.com/watch?v=Bqj7f9_yjpo
*영화 관람 이벤트* 백수골방과 영화 관람,https://www.youtube.com/watch?v=g9VtWDUHUXU
매드맥스 : 액션으로 페미니즘을 완성하는 방법,https://www.youtube.com/watch?v=YbHhB21WijI
괴물 : 괴물은 왜 한강에 나타났을까?,https://www.youtube.com/watch?v=qFgZnq_Uk1w
인사이드 아웃 : 기쁨이의 머리 색깔은 왜 파란색일까?,https://www.youtube.com/watch?v=U92VTT0yc0o
"조제, 호랑이 그리고 물고기들 : 제목의 의미",https://www.youtube.com/watch?v=R-owoDoBEKw
설국열차 : 꼬리칸의 혁명과 북극곰에 대하여,https://www.youtube.com/watch?v=kO71RHEqkWE
러브레터 : 남겨진 사람들의 이야기,https://www.youtube.com/watch?v=9qLnuJnY-L0
다크나이트 : 조커가 최강의 악당인 이유,https://www.youtube.com/watch?v=2XMMCbI6W1E
센과 치히로의 행방불명 : 5가지 키워드로 다시 보기 (2 of 2),https://www.youtube.com/watch?v=3UzKKfqI5dQ
센과 치히로의 행방불명 : 5가지 키워드로 다시 보기 (1 of 2),https://www.youtube.com/watch?v=t03OjGSWj5M
500일의 썸머 : 썸머는 정말 나쁜년(bitch)이었을까,https://www.youtube.com/watch?v=CcZtQBFy_OQ
늑대아이에 숨겨진 의미들,https://www.youtube.com/watch?v=T9J7hnydzEw
신세계 : 이자성(이정재)의 행동에 담긴 의미들,https://www.youtube.com/watch?v=w1sW_0rrhSk
신세계 : 강과장과 정청에 대하여,https://www.youtube.com/watch?v=H7yfFLRfwOM
인공지능은 세상을 지배하게 될까?,https://www.youtube.com/watch?v=Ffs1ZBa2skE
아이언맨 : 토니 스타크가 이길 수 없는 적은?,https://www.youtube.com/watch?v=2xhXTk0GW5A
건축학개론 : 서연은 왜 집을 지어달라고 했을까?,https://www.youtube.com/watch?v=tOp5_OfDuOU
이터널 선샤인에는 왜 니체가 나올까?,https://www.youtube.com/watch?v=kOLzoecSxT8
하울의 움직이는 성 : 소피는 어떻게 다시 소녀가 될 수 있었을까?,https://www.youtube.com/watch?v=EeuT7A1YDF8
하울은 왜 움직이는 성에서 살까?,https://www.youtube.com/watch?v=Y-7tpgOmHUA
시간을 달리는 소녀에 숨겨진 의미들,https://www.youtube.com/watch?v=V1T4RTtUbbg
